epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,299.749,1.52888,2.94477,0.88796,0.00685,0.28563,0.0539,0.03575,1.35776,4.29018,0.87482,0.000281015,0.000281015,0.000281015
28,309.877,1.52555,2.91973,0.85652,0.00685,0.28563,0.0539,0.03575,1.35776,4.29018,0.87482,0.000287731,0.000287731,0.000287731
29,320.11,1.5915,2.93687,0.84079,0.01296,0.44815,0.10577,0.06905,1.38373,4.19197,0.87446,0.000294165,0.000294165,0.000294165
30,330.982,1.41954,2.91096,0.89343,0.02151,0.69083,0.15097,0.0977,1.37438,4.06552,0.8707,0.000300316,0.000300316,0.000300316
31,341.114,1.45996,2.71551,0.85383,0.02151,0.69083,0.15097,0.0977,1.37438,4.06552,0.8707,0.000306185,0.000306185,0.000306185
32,351.358,1.52979,2.81295,0.84803,0.02668,0.83171,0.18293,0.11694,1.33025,3.94443,0.8662,0.00031177,0.00031177,0.00031177
33,361.468,1.44514,2.74374,0.85242,0.02845,0.89023,0.20134,0.129,1.28027,3.87281,0.86317,0.000317073,0.000317073,0.000317073
34,371.766,1.4013,2.68155,0.8532,0.02845,0.89023,0.20134,0.129,1.28027,3.87281,0.86317,0.000322093,0.000322093,0.000322093
35,381.932,1.39519,2.64947,0.88039,0.02908,0.90278,0.21295,0.13458,1.27953,3.81976,0.8623,0.000326831,0.000326831,0.000326831
36,392.17,1.35231,2.63271,0.86927,0.02947,0.92692,0.22919,0.14794,1.26905,3.75016,0.86117,0.000331285,0.000331285,0.000331285
37,402.579,1.33242,2.56537,0.87465,0.02947,0.92692,0.22919,0.14794,1.26905,3.75016,0.86117,0.000335457,0.000335457,0.000335457
38,412.814,1.36683,2.60241,0.8726,0.03046,0.90152,0.22512,0.14757,1.26171,3.73579,0.86003,0.000339346,0.000339346,0.000339346
39,423.019,1.3733,2.51892,0.86272,0.03184,0.87461,0.22215,0.14087,1.29688,3.74477,0.86343,0.000342953,0.000342953,0.000342953
40,433.066,1.36865,2.51099,0.85986,0.03184,0.87461,0.22215,0.14087,1.29688,3.74477,0.86343,0.000346276,0.000346276,0.000346276
41,443.162,1.32372,2.51969,0.85426,0.03272,0.91338,0.24738,0.1611,1.25153,3.63739,0.85946,0.000349317,0.000349317,0.000349317
42,453.248,1.471,2.49115,0.85898,0.03245,0.94913,0.27594,0.17995,1.2349,3.49882,0.86116,0.000352076,0.000352076,0.000352076
43,463.186,1.34893,2.55725,0.87329,0.03245,0.94913,0.27594,0.17995,1.2349,3.49882,0.86116,0.000354551,0.000354551,0.000354551
44,473.669,1.45149,2.55905,0.86317,0.03116,0.98564,0.28479,0.18183,1.25652,3.43896,0.86218,0.000356744,0.000356744,0.000356744
45,484.837,1.35907,2.50208,0.86203,0.03116,0.98564,0.28479,0.18183,1.25652,3.43896,0.86218,0.000358654,0.000358654,0.000358654
46,495.839,1.31928,2.46425,0.84792,0.02938,0.99333,0.31865,0.20928,1.22282,3.29136,0.8593,0.000360281,0.000360281,0.000360281
47,506.609,1.42421,2.4135,0.85161,0.02938,0.99333,0.31865,0.20928,1.22282,3.29136,0.8593,0.000361625,0.000361625,0.000361625
48,517.636,1.41106,2.43922,0.84114,0.02806,1,0.34797,0.23368,1.19803,3.13829,0.85865,0.000362687,0.000362687,0.000362687
49,528.179,1.40592,2.43511,0.84377,0.02806,1,0.34797,0.23368,1.19803,3.13829,0.85865,0.000363466,0.000363466,0.000363466
50,538.768,1.37012,2.57364,0.87755,0.1603,0.82087,0.36984,0.24842,1.19482,3.00068,0.8605,0.000363962,0.000363962,0.000363962
51,548.757,1.28872,2.33739,0.86092,0.1603,0.82087,0.36984,0.24842,1.19482,3.00068,0.8605,0.00036057,0.00036057,0.00036057
52,558.851,1.33291,2.34814,0.8489,0.30764,0.41213,0.39006,0.26556,1.17242,2.93548,0.85864,0.000353501,0.000353501,0.000353501
53,568.796,1.31397,2.42369,0.87341,0.30764,0.41213,0.39006,0.26556,1.17242,2.93548,0.85864,0.000346433,0.000346433,0.000346433
54,578.816,1.23983,2.37931,0.86948,0.36536,0.39414,0.4068,0.2768,1.15851,2.84708,0.85751,0.000339364,0.000339364,0.000339364
55,588.801,1.29751,2.37909,0.84662,0.36536,0.39414,0.4068,0.2768,1.15851,2.84708,0.85751,0.000332296,0.000332296,0.000332296
56,598.707,1.14949,2.24029,0.85382,0.52573,0.26093,0.42999,0.29479,1.162,2.76133,0.85704,0.000325227,0.000325227,0.000325227
57,608.806,1.31121,2.23944,0.86204,0.52573,0.26093,0.42999,0.29479,1.162,2.76133,0.85704,0.000318158,0.000318158,0.000318158
58,618.77,1.4305,2.37055,0.8426,0.52013,0.21582,0.44172,0.30324,1.14054,2.68786,0.85278,0.00031109,0.00031109,0.00031109
59,628.748,1.3103,2.2015,0.8439,0.52013,0.21582,0.44172,0.30324,1.14054,2.68786,0.85278,0.000304021,0.000304021,0.000304021
60,638.785,1.37015,2.27236,0.85297,0.40867,0.24798,0.44942,0.31307,1.14124,2.62416,0.85314,0.000296953,0.000296953,0.000296953
61,648.87,1.32682,2.24128,0.87802,0.40867,0.24798,0.44942,0.31307,1.14124,2.62416,0.85314,0.000289884,0.000289884,0.000289884
62,658.884,1.3965,2.30472,0.83082,0.48329,0.33489,0.45331,0.31292,1.14706,2.56794,0.854,0.000282815,0.000282815,0.000282815
63,668.882,1.24075,2.18934,0.85657,0.48329,0.33489,0.45331,0.31292,1.14706,2.56794,0.854,0.000275747,0.000275747,0.000275747
64,678.822,1.31474,2.23535,0.83488,0.45889,0.35208,0.45799,0.31425,1.16895,2.52611,0.85539,0.000268678,0.000268678,0.000268678
65,688.829,1.18816,2.14329,0.82874,0.45889,0.35208,0.45799,0.31425,1.16895,2.52611,0.85539,0.00026161,0.00026161,0.00026161
66,699.043,1.25981,2.33999,0.85285,0.5856,0.32267,0.46306,0.31877,1.15887,2.52238,0.85536,0.000254541,0.000254541,0.000254541
67,709.194,1.26532,2.19198,0.86938,0.5856,0.32267,0.46306,0.31877,1.15887,2.52238,0.85536,0.000247472,0.000247472,0.000247472
68,719.137,1.23652,2.09741,0.82847,0.57816,0.32394,0.46832,0.32483,1.11525,2.50078,0.85187,0.000240404,0.000240404,0.000240404
69,729.071,1.34828,2.27905,0.82301,0.57816,0.32394,0.46832,0.32483,1.11525,2.50078,0.85187,0.000233335,0.000233335,0.000233335
70,739.064,1.25793,2.11232,0.83571,0.64972,0.38223,0.47572,0.32913,1.08745,2.44744,0.8476,0.000226267,0.000226267,0.000226267
71,748.888,1.24215,2.26283,0.83945,0.64972,0.38223,0.47572,0.32913,1.08745,2.44744,0.8476,0.000219198,0.000219198,0.000219198
72,758.785,1.26307,2.16524,0.84761,0.60339,0.38566,0.48351,0.33938,1.07909,2.37383,0.84782,0.000212129,0.000212129,0.000212129
73,768.677,1.19588,2.13087,0.84344,0.60339,0.38566,0.48351,0.33938,1.07909,2.37383,0.84782,0.000205061,0.000205061,0.000205061
74,778.667,1.22868,2.0822,0.82827,0.59858,0.42785,0.49542,0.34629,1.08465,2.30177,0.8499,0.000197992,0.000197992,0.000197992
75,788.593,1.30895,2.21152,0.83168,0.59858,0.42785,0.49542,0.34629,1.08465,2.30177,0.8499,0.000190924,0.000190924,0.000190924
76,798.468,1.28742,2.12529,0.83601,0.60426,0.44041,0.50265,0.35677,1.07891,2.25884,0.84912,0.000183855,0.000183855,0.000183855
77,808.368,1.17805,1.99794,0.84948,0.60426,0.44041,0.50265,0.35677,1.07891,2.25884,0.84912,0.000176786,0.000176786,0.000176786
78,818.36,1.22611,1.99099,0.85713,0.43848,0.45408,0.51356,0.36387,1.07118,2.23399,0.84709,0.000169718,0.000169718,0.000169718
79,828.329,1.20635,1.90047,0.8477,0.43848,0.45408,0.51356,0.36387,1.07118,2.23399,0.84709,0.000162649,0.000162649,0.000162649
80,838.385,1.27217,2.17079,0.82675,0.48069,0.45647,0.52302,0.36196,1.09643,2.23133,0.8474,0.000155581,0.000155581,0.000155581
81,848.223,1.20448,1.97478,0.84949,0.48069,0.45647,0.52302,0.36196,1.09643,2.23133,0.8474,0.000148512,0.000148512,0.000148512
82,858.297,1.12368,1.9573,0.85207,0.4579,0.47144,0.52944,0.37171,1.07882,2.19406,0.84523,0.000141443,0.000141443,0.000141443
83,868.13,1.16272,1.99778,0.84583,0.4579,0.47144,0.52944,0.37171,1.07882,2.19406,0.84523,0.000134375,0.000134375,0.000134375
84,878.078,1.19308,1.97376,0.82268,0.44755,0.47044,0.54099,0.38647,1.03846,2.13916,0.84228,0.000127306,0.000127306,0.000127306
85,888.157,1.19487,2.06484,0.85519,0.44755,0.47044,0.54099,0.38647,1.03846,2.13916,0.84228,0.000120238,0.000120238,0.000120238
86,898.124,1.22183,2.03317,0.83867,0.45078,0.50828,0.54606,0.39672,1.01641,2.07998,0.8419,0.000113169,0.000113169,0.000113169
87,907.938,1.25386,1.99939,0.82403,0.45078,0.50828,0.54606,0.39672,1.01641,2.07998,0.8419,0.0001061,0.0001061,0.0001061
88,917.894,1.17798,1.91688,0.84608,0.44532,0.5024,0.54621,0.39984,1.01897,2.05276,0.84219,9.90318e-05,9.90318e-05,9.90318e-05
89,927.91,1.21584,1.87473,0.82668,0.44532,0.5024,0.54621,0.39984,1.01897,2.05276,0.84219,9.19632e-05,9.19632e-05,9.19632e-05
90,938.007,1.17736,1.95479,0.83291,0.43574,0.50821,0.54734,0.39919,1.01711,2.04054,0.84146,8.48946e-05,8.48946e-05,8.48946e-05
91,947.887,1.08354,1.99516,0.82839,0.43574,0.50821,0.54734,0.39919,1.01711,2.04054,0.84146,7.7826e-05,7.7826e-05,7.7826e-05
92,957.845,1.18683,2.15061,0.86305,0.43356,0.50883,0.54859,0.40088,1.01919,2.02484,0.8408,7.07574e-05,7.07574e-05,7.07574e-05
93,967.565,1.10944,2.01312,0.83282,0.43356,0.50883,0.54859,0.40088,1.01919,2.02484,0.8408,6.36888e-05,6.36888e-05,6.36888e-05
94,977.413,1.1433,2.19134,0.86584,0.42366,0.51685,0.54984,0.40103,1.02468,2.01549,0.84087,5.66202e-05,5.66202e-05,5.66202e-05
95,987.19,1.03625,1.86631,0.84827,0.42366,0.51685,0.54984,0.40103,1.02468,2.01549,0.84087,4.95516e-05,4.95516e-05,4.95516e-05
96,997.119,1.08773,1.90922,0.85279,0.41621,0.52239,0.55417,0.4037,1.02704,2.00021,0.84148,4.2483e-05,4.2483e-05,4.2483e-05
97,1006.9,1.10218,1.96905,0.86069,0.41621,0.52239,0.55417,0.4037,1.02704,2.00021,0.84148,3.54144e-05,3.54144e-05,3.54144e-05
98,1016.78,1.05516,1.94573,0.82556,0.41279,0.50988,0.55786,0.40372,1.02846,1.97934,0.84198,2.83458e-05,2.83458e-05,2.83458e-05
99,1026.73,1.07044,1.88902,0.86217,0.41279,0.50988,0.55786,0.40372,1.02846,1.97934,0.84198,2.12772e-05,2.12772e-05,2.12772e-05
100,1036.6,1.12908,1.94625,0.84112,0.41517,0.53256,0.56435,0.40964,1.02842,1.95134,0.8423,1.42086e-05,1.42086e-05,1.42086e-05
