epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,5076.11,1.17086,1.02529,0.88264,0.8856,0.85701,0.92785,0.65204,1.04492,0.83606,0.86063,0.00026161,0.00026161,0.00026161
66,5148.95,1.17553,1.01318,0.90329,0.90063,0.87692,0.93644,0.65996,1.03918,0.81248,0.86152,0.000254541,0.000254541,0.000254541
67,5221.86,1.15965,0.94327,0.88056,0.91296,0.87386,0.93715,0.66202,1.03715,0.8154,0.86182,0.000247472,0.000247472,0.000247472
68,5295.06,1.11229,0.93992,0.8775,0.87856,0.90562,0.9384,0.66139,1.03486,0.78754,0.85848,0.000240404,0.000240404,0.000240404
69,5367.79,1.13047,0.94599,0.88351,0.89328,0.89942,0.93775,0.65786,1.04886,0.80625,0.85948,0.000233335,0.000233335,0.000233335
70,5441,1.13203,0.92741,0.87814,0.89165,0.88585,0.94139,0.6637,1.02853,0.78789,0.85805,0.000226267,0.000226267,0.000226267
71,5514.45,1.14264,0.94307,0.88182,0.90312,0.9001,0.94576,0.6601,1.05163,0.78727,0.86042,0.000219198,0.000219198,0.000219198
72,5592.37,1.12828,0.94657,0.88313,0.91188,0.89468,0.94702,0.66813,1.03169,0.78646,0.85749,0.000212129,0.000212129,0.000212129
73,5673.79,1.12576,0.9146,0.88459,0.89323,0.88119,0.94219,0.66615,1.03907,0.78462,0.8597,0.000205061,0.000205061,0.000205061
74,5754.06,1.13387,0.91818,0.89419,0.90494,0.90246,0.94881,0.67526,1.02256,0.79101,0.85841,0.000197992,0.000197992,0.000197992
75,5833.5,1.09767,0.87711,0.87567,0.9199,0.89869,0.95188,0.67843,1.0223,0.75661,0.85682,0.000190924,0.000190924,0.000190924
76,5912.41,1.10631,0.88007,0.87871,0.91667,0.90801,0.95243,0.68261,1.01562,0.75461,0.85508,0.000183855,0.000183855,0.000183855
77,5989.76,1.11277,0.90641,0.87186,0.91033,0.91355,0.95384,0.68525,1.01118,0.75235,0.85492,0.000176786,0.000176786,0.000176786
78,6065.64,1.11636,0.86919,0.87556,0.89746,0.91808,0.9561,0.68784,0.99442,0.74573,0.85223,0.000169718,0.000169718,0.000169718
79,6143.34,1.10972,0.89374,0.8658,0.9165,0.92204,0.95632,0.68437,1.00244,0.7303,0.85317,0.000162649,0.000162649,0.000162649
80,6219.93,1.10494,0.88193,0.86297,0.89664,0.92175,0.95545,0.68964,0.98801,0.73185,0.84998,0.000155581,0.000155581,0.000155581
81,6297.97,1.10444,0.87493,0.86509,0.91363,0.90798,0.95605,0.68178,1.01713,0.74267,0.8539,0.000148512,0.000148512,0.000148512
82,6371.94,1.0673,0.86936,0.8727,0.90915,0.9123,0.95801,0.69579,0.98511,0.72566,0.85036,0.000141443,0.000141443,0.000141443
83,6446.44,1.03446,0.91288,0.84237,0.90864,0.91139,0.95602,0.68115,1.0132,0.73608,0.8539,0.000134375,0.000134375,0.000134375
84,6521.14,1.0689,0.85719,0.85624,0.90114,0.92994,0.95933,0.69732,0.96999,0.71421,0.84728,0.000127306,0.000127306,0.000127306
85,6595.78,1.06766,0.8639,0.86601,0.94458,0.90509,0.96275,0.69958,0.97902,0.7089,0.84787,0.000120238,0.000120238,0.000120238
86,6671.49,1.05893,0.84446,0.86362,0.93968,0.90918,0.96327,0.70099,0.97498,0.70885,0.84832,0.000113169,0.000113169,0.000113169
87,6746.55,1.09138,0.87501,0.86223,0.95002,0.90171,0.96386,0.69942,0.97536,0.70295,0.8484,0.0001061,0.0001061,0.0001061
88,6822.86,1.06041,0.86107,0.86129,0.94206,0.91348,0.96612,0.69308,1.00595,0.6956,0.85239,9.90318e-05,9.90318e-05,9.90318e-05
89,6899.16,1.04053,0.81121,0.86381,0.94014,0.91731,0.96746,0.70365,0.96758,0.68583,0.84464,9.19632e-05,9.19632e-05,9.19632e-05
90,6974.63,1.07547,0.86049,0.862,0.92973,0.91872,0.96807,0.69739,0.98793,0.69298,0.84735,8.48946e-05,8.48946e-05,8.48946e-05
91,7051.03,1.07781,0.84044,0.87719,0.91027,0.92658,0.96468,0.6962,0.99702,0.70721,0.84958,7.7826e-05,7.7826e-05,7.7826e-05
92,7125.53,1.03957,0.80378,0.88569,0.93881,0.88488,0.96187,0.69742,0.98403,0.71226,0.84852,7.07574e-05,7.07574e-05,7.07574e-05
93,7199.14,1.03073,0.80839,0.8821,0.94992,0.89106,0.96275,0.70165,0.97777,0.70101,0.84746,6.36888e-05,6.36888e-05,6.36888e-05
94,7273.73,1.0302,0.82009,0.88042,0.91907,0.92343,0.96336,0.69861,0.9795,0.69578,0.84748,5.66202e-05,5.66202e-05,5.66202e-05
95,7347.82,1.06569,0.80735,0.88109,0.9272,0.91674,0.9618,0.69663,0.98225,0.69481,0.84758,4.95516e-05,4.95516e-05,4.95516e-05
96,7424.07,1.02022,0.76442,0.89196,0.92264,0.91691,0.96229,0.69859,0.98027,0.69682,0.84762,4.2483e-05,4.2483e-05,4.2483e-05
97,7499.23,1.03186,0.79758,0.87928,0.92607,0.91505,0.96406,0.70345,0.97187,0.68909,0.8472,3.54144e-05,3.54144e-05,3.54144e-05
98,7573.39,1.01271,0.76519,0.87541,0.91383,0.93134,0.96542,0.70418,0.9756,0.68565,0.84746,2.83458e-05,2.83458e-05,2.83458e-05
99,7648.97,1.01135,0.79612,0.86471,0.94732,0.90563,0.96612,0.70449,0.97825,0.68354,0.84732,2.12772e-05,2.12772e-05,2.12772e-05
100,7724.1,1.00976,0.75602,0.86793,0.93008,0.91577,0.96681,0.70645,0.97289,0.68085,0.84637,1.42086e-05,1.42086e-05,1.42086e-05
