epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,213.376,1.49207,2.82043,0.98057,0.01286,0.52957,0.20126,0.11476,1.44066,4.22148,0.94579,0.000239087,0.000239087,0.000239087
14,229.347,1.49288,2.66063,0.97066,0.01953,0.62835,0.21948,0.13279,1.42086,4.17949,0.94491,0.000255064,0.000255064,0.000255064
15,245.256,1.47901,2.55708,0.98996,0.02432,0.81345,0.26744,0.15513,1.47758,4.10898,0.9513,0.000270617,0.000270617,0.000270617
16,261.452,1.52175,2.5337,0.9708,0.02594,0.82318,0.28327,0.16196,1.43356,4.07544,0.94102,0.000285746,0.000285746,0.000285746
17,278.107,1.4456,2.53059,0.9555,0.03147,0.81776,0.31118,0.16958,1.4532,4.03522,0.94822,0.000300451,0.000300451,0.000300451
18,293.878,1.49837,2.36523,0.96393,0.02933,0.831,0.35081,0.20178,1.42654,3.94246,0.93958,0.000314732,0.000314732,0.000314732
19,309.653,1.41541,2.15134,0.90838,0.02599,0.82311,0.35501,0.21771,1.41021,3.87957,0.93938,0.000328589,0.000328589,0.000328589
20,325.593,1.45826,2.17715,0.95693,0.02078,0.71152,0.36071,0.21908,1.41067,3.85445,0.94075,0.000342021,0.000342021,0.000342021
21,341.384,1.3983,2.17634,0.94925,0.01833,0.70748,0.33327,0.20666,1.38896,3.84932,0.94135,0.000355029,0.000355029,0.000355029
22,356.939,1.39935,2.10541,0.93351,0.01635,0.65195,0.31692,0.19603,1.36096,3.83112,0.94171,0.000367614,0.000367614,0.000367614
23,373.425,1.47305,2.17474,1.01747,0.01665,0.68363,0.32963,0.2081,1.35173,3.76836,0.94148,0.000379774,0.000379774,0.000379774
24,389.295,1.4346,2.16833,0.96698,0.93187,0.0349,0.38024,0.23091,1.38189,3.66075,0.9452,0.00039151,0.00039151,0.00039151
25,405.224,1.38004,2.00636,0.954,0.98042,0.03185,0.41965,0.25285,1.37329,3.5324,0.94332,0.000402822,0.000402822,0.000402822
26,421.051,1.38853,1.96855,0.97175,0.98342,0.0306,0.49623,0.30386,1.36294,3.40698,0.94549,0.000413709,0.000413709,0.000413709
27,437.085,1.37747,1.83091,0.95539,0.97906,0.02832,0.52749,0.32697,1.38223,3.31823,0.94444,0.000424173,0.000424173,0.000424173
28,453.206,1.36599,1.98426,0.91902,0.92956,0.03015,0.51903,0.32477,1.36724,3.29719,0.94205,0.000434213,0.000434213,0.000434213
29,469.226,1.35644,1.72378,0.94055,0.92956,0.03015,0.51903,0.32477,1.36724,3.29719,0.94205,0.000443828,0.000443828,0.000443828
30,485.028,1.35403,1.73685,0.96515,0.91682,0.0364,0.48979,0.31063,1.33287,3.35013,0.93956,0.000453019,0.000453019,0.000453019
31,500.735,1.33083,1.75605,0.93504,0.85576,0.04201,0.52347,0.32856,1.35138,3.30785,0.94587,0.000461787,0.000461787,0.000461787
32,516.467,1.33344,1.67582,0.92936,0.81824,0.04201,0.59441,0.37486,1.38778,3.17439,0.95746,0.00047013,0.00047013,0.00047013
33,532.101,1.41135,1.70517,0.93909,0.81824,0.04201,0.59441,0.37486,1.38778,3.17439,0.95746,0.000478049,0.000478049,0.000478049
34,547.91,1.26683,1.62038,0.94432,0.84461,0.04418,0.66441,0.42424,1.35433,3.02926,0.95665,0.000480736,0.000480736,0.000480736
35,563.448,1.31902,1.59914,0.93692,0.93824,0.14305,0.71081,0.4674,1.27858,2.87694,0.94463,0.000473668,0.000473668,0.000473668
36,579.338,1.28413,1.52237,0.92661,0.91079,0.27104,0.73389,0.48864,1.26574,2.71336,0.93883,0.000466599,0.000466599,0.000466599
37,594.803,1.28445,1.4737,0.94963,0.91079,0.27104,0.73389,0.48864,1.26574,2.71336,0.93883,0.00045953,0.00045953,0.00045953
38,610.736,1.30165,1.44873,0.93209,0.84654,0.38085,0.75605,0.50541,1.2634,2.51704,0.93789,0.000452462,0.000452462,0.000452462
39,626.688,1.2208,1.39627,0.94257,0.8423,0.39945,0.77444,0.51146,1.25319,2.39698,0.9329,0.000445393,0.000445393,0.000445393
40,642.612,1.25455,1.36542,0.95439,0.83653,0.4162,0.79371,0.52828,1.25566,2.36766,0.93091,0.000438325,0.000438325,0.000438325
41,658.008,1.25951,1.42265,0.96348,0.83653,0.4162,0.79371,0.52828,1.25566,2.36766,0.93091,0.000431256,0.000431256,0.000431256
42,673.829,1.26441,1.36008,0.91955,0.90066,0.45553,0.81672,0.54107,1.28158,2.34359,0.93587,0.000424187,0.000424187,0.000424187
43,689.31,1.20266,1.36441,0.94976,0.90401,0.45962,0.83003,0.53687,1.30243,2.32701,0.94183,0.000417119,0.000417119,0.000417119
44,704.737,1.25071,1.33433,0.93849,0.93392,0.54758,0.84965,0.54878,1.26826,2.20962,0.93497,0.00041005,0.00041005,0.00041005
45,720.152,1.23978,1.32907,0.90162,0.93392,0.54758,0.84965,0.54878,1.26826,2.20962,0.93497,0.000402982,0.000402982,0.000402982
46,735.67,1.27744,1.35923,0.93968,0.93411,0.65516,0.86331,0.59044,1.18693,2.00444,0.91922,0.000395913,0.000395913,0.000395913
47,751.222,1.23916,1.34016,0.93087,0.84581,0.71226,0.87412,0.59664,1.19525,1.84591,0.92235,0.000388844,0.000388844,0.000388844
48,766.623,1.19358,1.25088,0.93342,0.88532,0.70115,0.88447,0.6055,1.22795,1.76281,0.93107,0.000381776,0.000381776,0.000381776
49,782.053,1.26138,1.24965,0.92144,0.88532,0.70115,0.88447,0.6055,1.22795,1.76281,0.93107,0.000374707,0.000374707,0.000374707
50,797.737,1.23805,1.28289,0.93338,0.88514,0.8263,0.88518,0.58525,1.2569,1.71588,0.94012,0.000367639,0.000367639,0.000367639
51,813.251,1.2092,1.15417,0.95423,0.91332,0.81103,0.89707,0.60307,1.24,1.72217,0.93634,0.00036057,0.00036057,0.00036057
52,828.698,1.1996,1.20226,0.93383,0.88945,0.83482,0.89803,0.6072,1.22019,1.63417,0.92885,0.000353501,0.000353501,0.000353501
53,844.092,1.14628,1.09462,0.93533,0.88945,0.83482,0.89803,0.6072,1.22019,1.63417,0.92885,0.000346433,0.000346433,0.000346433
54,859.58,1.17448,1.11047,0.93116,0.87704,0.84419,0.91773,0.62471,1.20673,1.51274,0.92656,0.000339364,0.000339364,0.000339364
55,875.048,1.13082,1.21122,0.94052,0.80975,0.89737,0.93953,0.65706,1.15872,1.40519,0.91301,0.000332296,0.000332296,0.000332296
56,890.65,1.18425,1.13576,0.90648,0.85241,0.91582,0.94167,0.65112,1.15578,1.3578,0.90821,0.000325227,0.000325227,0.000325227
57,906.123,1.11554,1.07032,0.89196,0.85241,0.91582,0.94167,0.65112,1.15578,1.3578,0.90821,0.000318158,0.000318158,0.000318158
58,921.402,1.1779,1.13897,0.92148,0.92386,0.80766,0.93381,0.63131,1.16174,1.36548,0.90782,0.00031109,0.00031109,0.00031109
59,937.116,1.19787,1.08352,0.91606,0.93248,0.81143,0.91026,0.63466,1.1342,1.35515,0.90556,0.000304021,0.000304021,0.000304021
60,952.638,1.17877,1.09527,0.91277,0.93962,0.86524,0.93411,0.65482,1.12378,1.30805,0.90506,0.000296953,0.000296953,0.000296953
61,967.991,1.13781,1.04696,0.92335,0.93962,0.86524,0.93411,0.65482,1.12378,1.30805,0.90506,0.000289884,0.000289884,0.000289884
62,984.117,1.14309,1.0443,0.8914,0.94117,0.85494,0.93245,0.64994,1.13862,1.26319,0.90884,0.000282815,0.000282815,0.000282815
63,999.758,1.17668,1.07912,0.89521,0.94398,0.8517,0.936,0.64513,1.15025,1.22505,0.91136,0.000275747,0.000275747,0.000275747
64,1015.16,1.08134,1.0508,0.9113,0.95154,0.84523,0.94824,0.66247,1.14188,1.1999,0.91118,0.000268678,0.000268678,0.000268678
65,1030.69,1.15476,1.09769,0.90406,0.95154,0.84523,0.94824,0.66247,1.14188,1.1999,0.91118,0.00026161,0.00026161,0.00026161
66,1046.33,1.13314,1.02103,0.90427,0.94205,0.85954,0.94911,0.66072,1.14826,1.17262,0.91346,0.000254541,0.000254541,0.000254541
67,1062,1.13755,1.02664,0.9143,0.92137,0.86589,0.9479,0.65267,1.14387,1.14065,0.911,0.000247472,0.000247472,0.000247472
68,1077.37,1.17438,1.00733,0.94262,0.81988,0.89771,0.9474,0.65585,1.1148,1.13349,0.90559,0.000240404,0.000240404,0.000240404
69,1092.76,1.13506,1.10296,0.91599,0.81988,0.89771,0.9474,0.65585,1.1148,1.13349,0.90559,0.000233335,0.000233335,0.000233335
70,1108.32,1.14275,1.02039,0.89799,0.85593,0.93104,0.94995,0.66697,1.09379,1.12692,0.90368,0.000226267,0.000226267,0.000226267
71,1123.83,1.11443,0.98498,0.88923,0.91161,0.89822,0.96224,0.65701,1.13101,1.11358,0.91151,0.000219198,0.000219198,0.000219198
72,1140.41,1.08964,0.91213,0.90214,0.94454,0.87793,0.96225,0.64998,1.15438,1.08924,0.9159,0.000212129,0.000212129,0.000212129
73,1157.18,1.12596,0.96327,0.91234,0.94454,0.87793,0.96225,0.64998,1.15438,1.08924,0.9159,0.000205061,0.000205061,0.000205061
74,1174.16,1.10378,0.97708,0.90621,0.90763,0.93505,0.96197,0.66357,1.14014,1.07022,0.91233,0.000197992,0.000197992,0.000197992
75,1192.13,1.11112,1.0184,0.92547,0.95497,0.89883,0.96534,0.68042,1.08982,1.05311,0.90079,0.000190924,0.000190924,0.000190924
76,1208.86,1.09758,0.98962,0.91417,0.94848,0.91716,0.96709,0.68401,1.09105,1.04118,0.8996,0.000183855,0.000183855,0.000183855
77,1227.44,1.16175,1.0136,0.91133,0.94848,0.91716,0.96709,0.68401,1.09105,1.04118,0.8996,0.000176786,0.000176786,0.000176786
78,1244.82,1.14885,0.98918,0.89952,0.92767,0.9301,0.97071,0.6751,1.11402,1.03643,0.90346,0.000169718,0.000169718,0.000169718
79,1261.32,1.11009,0.97039,0.91638,0.92055,0.93267,0.96818,0.69157,1.08668,1.02333,0.89972,0.000162649,0.000162649,0.000162649
80,1277.41,1.11099,1.01636,0.90418,0.93916,0.94731,0.9689,0.69182,1.06514,1.00543,0.89812,0.000155581,0.000155581,0.000155581
81,1293.34,1.07498,0.93322,0.9023,0.93916,0.94731,0.9689,0.69182,1.06514,1.00543,0.89812,0.000148512,0.000148512,0.000148512
82,1309.38,1.06562,0.9446,0.88428,0.94488,0.9388,0.96853,0.68115,1.08174,1.00677,0.90077,0.000141443,0.000141443,0.000141443
83,1325.45,1.13038,0.95241,0.90094,0.94915,0.93616,0.96995,0.677,1.08082,0.9957,0.90241,0.000134375,0.000134375,0.000134375
84,1341.54,1.0348,0.89249,0.89109,0.95673,0.92853,0.97105,0.67822,1.06991,0.97776,0.90147,0.000127306,0.000127306,0.000127306
85,1357.51,1.02127,0.92073,0.90387,0.95673,0.92853,0.97105,0.67822,1.06991,0.97776,0.90147,0.000120238,0.000120238,0.000120238
86,1373.41,1.08315,0.97486,0.90298,0.95498,0.92754,0.97185,0.68514,1.06399,0.96182,0.9,0.000113169,0.000113169,0.000113169
87,1389.36,1.07288,0.90915,0.90982,0.94704,0.93208,0.97261,0.68916,1.06187,0.95372,0.89871,0.0001061,0.0001061,0.0001061
88,1405.51,1.11541,0.9235,0.89425,0.9481,0.9324,0.9723,0.68659,1.05727,0.94654,0.89738,9.90318e-05,9.90318e-05,9.90318e-05
89,1424.27,1.10721,0.94501,0.89016,0.9481,0.9324,0.9723,0.68659,1.05727,0.94654,0.89738,9.19632e-05,9.19632e-05,9.19632e-05
90,1442.19,1.05523,0.89002,0.90054,0.94089,0.93808,0.96247,0.68364,1.04365,0.93934,0.89553,8.48946e-05,8.48946e-05,8.48946e-05
91,1459.18,1.09295,0.9941,0.91479,0.93839,0.94637,0.96271,0.69062,1.03372,0.9343,0.89463,7.7826e-05,7.7826e-05,7.7826e-05
92,1475.83,1.04414,0.9375,0.90506,0.93982,0.95193,0.97079,0.69667,1.0306,0.93332,0.89449,7.07574e-05,7.07574e-05,7.07574e-05
93,1493.03,1.11409,1.04732,0.927,0.93982,0.95193,0.97079,0.69667,1.0306,0.93332,0.89449,6.36888e-05,6.36888e-05,6.36888e-05
94,1509.9,1.12155,1.02523,0.93562,0.93545,0.95679,0.97022,0.69098,1.03473,0.93565,0.89517,5.66202e-05,5.66202e-05,5.66202e-05
95,1527.03,1.14389,1.08827,0.90754,0.93914,0.95431,0.97002,0.6892,1.04239,0.93739,0.89667,4.95516e-05,4.95516e-05,4.95516e-05
96,1543.69,1.0729,0.95093,0.9211,0.943,0.95192,0.97017,0.69168,1.0466,0.93744,0.89752,4.2483e-05,4.2483e-05,4.2483e-05
97,1559.99,1.08235,0.96403,0.93877,0.943,0.95192,0.97017,0.69168,1.0466,0.93744,0.89752,3.54144e-05,3.54144e-05,3.54144e-05
98,1576.94,1.05583,0.95177,0.91128,0.94163,0.95262,0.97061,0.68908,1.04931,0.93583,0.89819,2.83458e-05,2.83458e-05,2.83458e-05
99,1593.44,1.05504,0.90755,0.90312,0.94176,0.96008,0.96715,0.68678,1.04963,0.93406,0.89823,2.12772e-05,2.12772e-05,2.12772e-05
100,1609.69,1.07679,0.97601,0.91978,0.93618,0.96464,0.96748,0.68865,1.04897,0.9313,0.89796,1.42086e-05,1.42086e-05,1.42086e-05
